researcher,follows,follows_display_name
TempletonAdly,mattyxb,Unnecessary Inventions
TempletonAdly,MoxBoarding,Mox Boarding House
TempletonAdly,MLorenaGonzalez,M. Lorena González
TempletonAdly,zeynep,zeynep tufekci
TempletonAdly,MonicaGandhi9,"Monica Gandhi MD, MPH"
TempletonAdly,Tkaraletsos,Theofanis Karaletsos
sheimersheim,robwiss,Rob Wissmann
sheimersheim,suchenzang,Susan Zhang
sheimersheim,rwgcomms,RWG Mobile 
sheimersheim,SpencrGreenberg,Spencer Greenberg 
sheimersheim,juliagalef,Julia Galef
sheimersheim,apples_jimmy,Jimmy Apples 
sheimersheim,apolloaievals,Apollo Research
sheimersheim,bilalchughtai_,bilal
sheimersheim,davidbau,David Bau
sheimersheim,elonmusk,Elon Musk
sheimersheim,So8res,Nate Soares 
sheimersheim,jkcarlsmith,Joe Carlsmith
sheimersheim,ajeya_cotra,Ajeya Cotra
sheimersheim,robbensinger,Rob Bensinger 
sheimersheim,geoffreyirving,Geoffrey Irving
sheimersheim,eshear,Emmett Shear
sheimersheim,ilyasut,Ilya Sutskever
sheimersheim,karaswisher,Kara Swisher
sheimersheim,janleike,Jan Leike
sheimersheim,GoogleDeepMind,Google DeepMind
sheimersheim,AnthropicAI,Anthropic
sheimersheim,stanfordnlp,Stanford NLP Group
sheimersheim,JeffDean,Jeff Dean
sheimersheim,soumithchintala,Soumith Chintala
sheimersheim,brianchristian,Brian Christian
sheimersheim,KatjaGrace,Katja Grace 
sheimersheim,CHAI_Berkeley,Center for Human-Compatible AI
sheimersheim,Charlie_R_S,Charlie Rogers-Smith
sheimersheim,NatalieRCargill,Natalie Cargill
sheimersheim,Liv_Boeree,Liv Boeree
sheimersheim,JacobSteinhardt,Jacob Steinhardt
sheimersheim,laurolangosco,Lauro
sheimersheim,NeelNanda5,Neel Nanda
sheimersheim,AirportCGN,Köln Bonn Airport
sheimersheim,robertwiblin,Rob Wiblin
sheimersheim,AmandaAskell,Amanda Askell
sheimersheim,RichardMCNgo,Richard Ngo
sheimersheim,KelseyTuoc,Kelsey Piper
sheimersheim,jackclarkSF,Jack Clark
sheimersheim,DavidSKrueger,David Krueger
rohanjamin,neelajj,Neel Ajjarapu
rohanjamin,jasminericegirl,eat soup
rohanjamin,CommunityNotes,Community Notes
rohanjamin,iamwill,will.i.am
rohanjamin,awilkinson,Andrew Wilkinson
rohanjamin,stratechery,Stratechery
rohanjamin,Konstantine,Konstantine Buhler
rohanjamin,sonyatweetybird,Sonya Huang 
rohanjamin,soraofficialapp,Sora
rohanjamin,jacobeffron,Jacob Effron
rohanjamin,TheRealAdamG,Adam.GPT
rohanjamin,AarushSelvan,Aarush Selvan
rohanjamin,santa_kaus,Kaustubh Prabhakar
rohanjamin,kalinowski007,Caitlin Kalinowski
rohanjamin,starryhe214,Siqi He
rohanjamin,blakeir,Blake Robbins
rohanjamin,mmmbchang,Michael Chang
rohanjamin,Hansenq,Hansen Qian
rohanjamin,Varun,varun shetty
rohanjamin,mcuban,Mark Cuban
rohanjamin,garrytan,Garry Tan
rohanjamin,SamuelAlbanie,Samuel Albanie 
rohanjamin,JeffDean,Jeff Dean
rohanjamin,maxhodak_,Max Hodak
rohanjamin,npew,Peter Welinder
rohanjamin,jachiam0,Joshua Achiam
rohanjamin,nsharp17,Nathan Sharp
rohanjamin,christinahkim,christina kim
rohanjamin,ChristinaHartW,Christina Wadsworth Kaplan
rohanjamin,DanielleFong,Danielle Fong 
rohanjamin,blakesamic,Blake Samic
rohanjamin,natanielruizg,Nataniel Ruiz
rohanjamin,danielgross,Daniel Gross
rohanjamin,TheNewsTrending,Breaking News
rohanjamin,xmuse_,Muse
rohanjamin,arrahman,A.R.Rahman
rohanjamin,moseskagan,Moses Kagan
rohanjamin,venturetwins,Justine Moore
rohanjamin,tbpn,TBPN
rohanjamin,doomie,Dumitru Erhan
rohanjamin,Ranidu,ranidu
billpeeb,_akhaliq,AK
billpeeb,hardmaru,hardmaru
billpeeb,DrJimFan,Jim Fan
billpeeb,arankomatsuzaki,Aran Komatsuzaki
billpeeb,jon_barron,Jon Barron
billpeeb,soumithchintala,Soumith Chintala
billpeeb,AndrewYNg,Andrew Ng
billpeeb,savvyRL,Rosanne Liu
billpeeb,YiMaTweets,Yi Ma
billpeeb,PyTorch,PyTorch
billpeeb,woj_zaremba,Wojciech Zaremba
billpeeb,natfriedman,Nat Friedman
billpeeb,xiaolonw,Xiaolong Wang
billpeeb,OriolVinyalsML,Oriol Vinyals
billpeeb,yoavgo,(((ل()(ل() 'yoav))))
billpeeb,MIT_CSAIL,MIT CSAIL
billpeeb,phillip_isola,Phillip Isola
billpeeb,Miles_Brundage,Miles Brundage
billpeeb,3blue1brown,Grant Sanderson
billpeeb,Suhail,Suhail
billpeeb,nickshirleyy,Nick shirley
billpeeb,SleeperJets,SleeperJets
billpeeb,JeffDean,Jeff Dean
billpeeb,karinanguyen_,Karina Nguyen
billpeeb,leoshimo,leo @ software.inc
billpeeb,TuckerCarlson,Tucker Carlson
billpeeb,cool_cocohearts,Alex Zhao
billpeeb,apples_jimmy,Jimmy Apples 
billpeeb,alexeyguzey,Alexey Guzey
billpeeb,Zedd,Zedd
billpeeb,johnsummit,John Summit
billpeeb,dylan522p,Dylan Patel
billpeeb,AndrewYatzkan,Andrew
billpeeb,ennucore,Lev Chizhov
billpeeb,DOGE,Department of Government Efficiency
billpeeb,bryan_johnson,Bryan Johnson
billpeeb,travis_builds,Travis | Tech Bro
billpeeb,clu_cheng,Cheng Lu
billpeeb,rabois,Keith Rabois
billpeeb,zestular,zestular
billpeeb,PrimalNick,Nick Donahue
turtlesoupy,paulg,Paul Graham
turtlesoupy,ID_AA_Carmack,John Carmack
turtlesoupy,hardmaru,hardmaru
turtlesoupy,fchollet,François Chollet
turtlesoupy,ylecun,Yann LeCun
turtlesoupy,rbranson,ricky b
turtlesoupy,_akhaliq,AK
turtlesoupy,MikeIsaac,rat king 
turtlesoupy,joulee,Julie Zhuo
turtlesoupy,michael_nielsen,Michael Nielsen
turtlesoupy,molly0xFFF,Molly White
turtlesoupy,floydophone,Pete Hunt 
turtlesoupy,mikeyk,Mike Krieger
turtlesoupy,CaseyNewton,Casey Newton
turtlesoupy,zoink,Dylan Field
turtlesoupy,ryannystrom,Ryan Nystrom
turtlesoupy,srush_nlp,Sasha Rush
turtlesoupy,jeremyphoward,Jeremy Howard
turtlesoupy,dwr,Dan Romero
turtlesoupy,alexandr_wang,Alexandr Wang
turtlesoupy,HuggingPapers,DailyPapers
turtlesoupy,quocleix,Quoc Le
turtlesoupy,SleeperJets,SleeperJets
turtlesoupy,seb_ruder,Sebastian Ruder
turtlesoupy,cmikeh2,Connor Holmes
turtlesoupy,ezhang887,Eric Zhang
turtlesoupy,danielfradin,Daniel Fradin
turtlesoupy,spawn,spawn
turtlesoupy,wholemars,Whole Mars Catalog
turtlesoupy,wltnwang,Welton Wang
turtlesoupy,ShitpostRock,Rock Solid
turtlesoupy,hamostaf04,hamza mostafa
turtlesoupy,mmmbchang,Michael Chang
turtlesoupy,jhyuxm,Jiahui Yu
turtlesoupy,christinahkim,christina kim
turtlesoupy,hauntsaninja,Shantanu Jain
turtlesoupy,yanndubs,Yann Dubois
turtlesoupy,Eric_Wallace_,Eric Wallace
turtlesoupy,nicknotfun,Nick Cooper
turtlesoupy,calvinfo,Calvin French-Owen
turtlesoupy,Dust_Org,DUST
dan_lahav,yoavgo,(((ل()(ل() 'yoav))))
dan_lahav,JonathanBerant,Jonathan Berant
dan_lahav,sleepinyourhat,Sam Bowman
dan_lahav,chaimlevinson,Chaim Levinson
dan_lahav,robertskmiles,Rob Miles
dan_lahav,moskov,Dustin Moskovitz
dan_lahav,LChoshen,Leshem (Legend) Choshen 
dan_lahav,MaxCRoser,Max Roser
dan_lahav,goodside,Riley Goodside
dan_lahav,ZhijingJin,Zhijing Jin
dan_lahav,AcquiredFM,Acquired Podcast
dan_lahav,tbpn,TBPN
dan_lahav,logangraham,Logan Graham
dan_lahav,Irregular,Irregular
dan_lahav,patrickc,Patrick Collison
dan_lahav,ssi,SSI Inc.
dan_lahav,llm_sec,LLM Security
dan_lahav,natfriedman,Nat Friedman
dan_lahav,soundboy,Ian Hogarth
dan_lahav,eladgil,Elad Gil
dan_lahav,karaswisher,Kara Swisher
dan_lahav,quantian1,Quantіan
dan_lahav,abshkbh,Abhishek Bhardwaj
dan_lahav,SleeperJets,SleeperJets
dan_lahav,rowancheung,Rowan Cheung
dan_lahav,heyBarsee,Barsee 
dan_lahav,danshipper,Dan Shipper 
dan_lahav,bentossell,Ben Tossell
dan_lahav,karenxcheng,Karen X. Cheng
dan_lahav,yoheinakajima,Yohei
dan_lahav,mreflow,Matt Wolfe
dan_lahav,emollick,Ethan Mollick
dan_lahav,nickfloats,Nick St. Pierre
dan_lahav,geoffreyhinton,Geoffrey Hinton
dan_lahav,karpathy,Andrej Karpathy
dan_lahav,gdb,Greg Brockman
dan_lahav,ilyasut,Ilya Sutskever
dan_lahav,alexandr_wang,Alexandr Wang
dan_lahav,EMostaque,Emad
dan_lahav,AIatMeta,AI at Meta
dan_lahav,macfound,MacArthur Foundation
alexwei_,meltdownarchive,Meltdown Archive
alexwei_,SamuelMLSmith,Samuel L Smith
alexwei_,briscoepark,breezeh
alexwei_,zhs05232838,Zhihong Shao
alexwei_,MarkSellke,Mark Sellke
alexwei_,xyVickyHu,Xinyan Hu@NeurIPS
alexwei_,oliviali_,Olivia Li
alexwei_,bminaiev,Borys Minaiev
alexwei_,MostafaRohani,Mostafa Rohaninejad
alexwei_,d_yuqing,Yuqing Du
alexwei_,rose_e_wang,Rose
alexwei_,_lorenzkuhn,Lorenz Kuhn
alexwei_,yanndubs,Yann Dubois
alexwei_,alth0u,alth0u
alexwei_,nervouscomputer,nervouscomputer
alexwei_,ryanbai1412,Ryan Bai
alexwei_,merettm,Jakub Pachocki
alexwei_,lhfauconnet,Laurance Fauconnet
alexwei_,FakePsyho,Psyho
alexwei_,SherylHsu02,Sheryl Hsu
alexwei_,luhemarora,~/mehul/
alexwei_,meilansteimle,meilan
alexwei_,davidbau,David Bau
alexwei_,stanfordnlp,Stanford NLP Group
alexwei_,chrmanning,Christopher Manning
alexwei_,JeffDean,Jeff Dean
alexwei_,rapha_gl,rapha
alexwei_,janonacct,janon
alexwei_,lisabdunlap,Lisa Dunlap
alexwei_,datagenproc,jsd
alexwei_,ahelkky,Ahmed El-Kishky
alexwei_,melodyskim,melody kim
alexwei_,1aur3n_,Lauren Yang
alexwei_,thejoycezhang,Joyce Zhang
alexwei_,ElliotGlazer,Elliot Glazer
alexwei_,sasha_borzunov,Alexander Borzunov
alexwei_,davidkmyang,David K. Yang
alexwei_,SebastienBubeck,Sebastien Bubeck
alexwei_,TransluceAI,Transluce
alexwei_,karinanguyen_,Karina Nguyen
alexwei_,ChatGPTapp,ChatGPT
alexwei_,aivideoarena,Video Arena
alexwei_,_smileyball,Rui Shu
SherylHsu02,amandamhuang,Amanda Huang
SherylHsu02,zooko,zooko
SherylHsu02,JYtopfloorboss,justin james yang 佳佳
SherylHsu02,oleg_murk,Oleg Mürk
SherylHsu02,willdepue,will depue
SherylHsu02,_lorenzkuhn,Lorenz Kuhn
SherylHsu02,alexwei_,Alexander Wei
SherylHsu02,bminaiev,Borys Minaiev
SherylHsu02,tylercowen,tylercowen
SherylHsu02,shubhramishra_,Shubhra Mishra
SherylHsu02,sonyatweetybird,Sonya Huang 
SherylHsu02,frank_liquid,frank
SherylHsu02,prafdhar,Prafulla Dhariwal
SherylHsu02,markchen90,Mark Chen
SherylHsu02,Aaditya6284,Aaditya Singh
SherylHsu02,DSPyOSS,DSPy
SherylHsu02,kylehkhsu,Kyle Hsu
SherylHsu02,jeffreygwang,Jeffrey Wang
SherylHsu02,aidan_mclau,Aidan McLaughlin
SherylHsu02,NilsIRL,Nils (e/scape)
SherylHsu02,marvin_li03,Marvin Li
SherylHsu02,achakravarthy01,Ayush Chakravarthy
SherylHsu02,abshkbh,Abhishek Bhardwaj
SherylHsu02,ACapitalLP,A Capital
SherylHsu02,drfeifei,Fei-Fei Li
SherylHsu02,SallyHZhu,Sally Zhu
SherylHsu02,chenchenygu,Chenchen Gu
SherylHsu02,thinkymachines,Thinking Machines
SherylHsu02,polynoamial,Noam Brown
SherylHsu02,sazzadir14,Sazzad Islam
SherylHsu02,rishi____1,Rishi Padmanabhan
SherylHsu02,cathyzbn,Cathy Zhou
SherylHsu02,AleksandraFaust,Aleksandra Faust
SherylHsu02,radiuskia,Darius Kianersi
SherylHsu02,silasalberti,Silas Alberti
SherylHsu02,marceltornev,Marcel Torné
SherylHsu02,tonyzzhao,Tony Zhao
SherylHsu02,moo_jin_kim,Moo Jin Kim
SherylHsu02,_Aaditya_Prasad,Aaditya Prasad 
SherylHsu02,ibab,Igor Babuschkin
SherylHsu02,rhythmrg,Rhythm Garg
SherylHsu02,dhruv31415,Dhruv π
polynoamial,DrJimFan,Jim Fan
polynoamial,AIatMeta,AI at Meta
polynoamial,soumithchintala,Soumith Chintala
polynoamial,ericjang11,Eric Jang
polynoamial,woj_zaremba,Wojciech Zaremba
polynoamial,percyliang,Percy Liang
polynoamial,EugeneVinitsky,Eugene Vinitsky 
polynoamial,AnthropicAI,Anthropic
polynoamial,Miles_Brundage,Miles Brundage
polynoamial,svlevine,Sergey Levine
polynoamial,kchonyc,Kyunghyun Cho
polynoamial,jackclarkSF,Jack Clark
polynoamial,ykilcher,Yannic Kilcher 
polynoamial,OriolVinyalsML,Oriol Vinyals
polynoamial,RichardSSutton,Richard Sutton
polynoamial,shaneguML,Shane Gu
polynoamial,natashajaques,Natasha Jaques
polynoamial,_jasonwei,Jason Wei
polynoamial,zacharylipton,Zachary Lipton
polynoamial,tomgoldsteincs,Tom Goldstein
polynoamial,ACapitalLP,A Capital
polynoamial,JeffDean,Jeff Dean
polynoamial,VCBrags,VCs Congratulating Themselves 
polynoamial,deredleritt3r,prinz
polynoamial,yubai01,Yu Bai
polynoamial,oleg_murk,Oleg Mürk
polynoamial,philhchen,Phil Chen
polynoamial,avi_collis,Avinash (Avi) Collis
polynoamial,RuiqiGao,Ruiqi Gao
polynoamial,hauntsaninja,Shantanu Jain
polynoamial,apples_jimmy,Jimmy Apples 
polynoamial,BarrAlexandra,Alexandra Barr
polynoamial,sherwinwu,Sherwin Wu
polynoamial,OliviaGWatkins2,Olivia Grace Watkins
polynoamial,denny_zhou,Denny Zhou
polynoamial,AdrienLE,Adrien Ecoffet
polynoamial,alex_yehya,Alex Yeh
polynoamial,NaomiBashkansky,Naomi Bashkansky
polynoamial,mims,Christopher Mims 
pushmeet,soumithchintala,Soumith Chintala
pushmeet,percyliang,Percy Liang
pushmeet,demishassabis,Demis Hassabis
pushmeet,PetarV_93,Petar Veličković
pushmeet,kchonyc,Kyunghyun Cho
pushmeet,AnthropicAI,Anthropic
pushmeet,OriolVinyalsML,Oriol Vinyals
pushmeet,zacharylipton,Zachary Lipton
pushmeet,NandoDF,Nando de Freitas
pushmeet,maxjaderberg,Max Jaderberg
pushmeet,janleike,Jan Leike
pushmeet,_rockt,Tim Rocktäschel
pushmeet,jacobandreas,Jacob Andreas
pushmeet,ZoubinGhahrama1,Zoubin Ghahramani
pushmeet,deedydas,Deedy
pushmeet,antigravity,Google Antigravity
pushmeet,LiamFedus,William Fedus
pushmeet,ThomasOrTK,Thomas Kurian
pushmeet,thefox,Nick Fox
pushmeet,chrmanning,Christopher Manning
pushmeet,SleeperJets,SleeperJets
pushmeet,HoopsCrave,Hoops Crave
pushmeet,ekindogus,Ekin Dogus Cubuk
pushmeet,xkcdrss,XKCD
pushmeet,VisualCap,Visual Capitalist
pushmeet,Kasparov63,Garry Kasparov
pushmeet,wtgowers,Timothy Gowers @wtgowers
pushmeet,GoogleDeepMind,Google DeepMind
pushmeet,halhod,hal 
pushmeet,Avsecz,Žiga Avsec
pushmeet,OpenAI,OpenAI
pushmeet,FryRsquared,Hannah Fry
pushmeet,AccelerateSci,Accelerate_Science
pushmeet,danariely,Dan Ariely
pushmeet,mattwridley,Matt Ridley
pushmeet,TechCrunch,TechCrunch
pushmeet,vijaypande,Vijay Pande
pushmeet,zicokolter,Zico Kolter
hansonwng,melissapan,Melissa Pan
hansonwng,andykonwinski,Andy Konwinski
hansonwng,alexgshaw,Alex Shaw
hansonwng,shaneguML,Shane Gu
hansonwng,JustinLin610,Junyang Lin
hansonwng,infoxiao,Xiao Ma
hansonwng,MimeeXu,Mimee // smart casual dark and academic
hansonwng,cosminnegruseri,Cosmin Negruseri
hansonwng,YuxiangWei9,Yuxiang Wei
hansonwng,yubai01,Yu Bai
hansonwng,Mike_A_Merrill,Mike A. Merrill
hansonwng,lightetal,Jonathan @NeurIPS
hansonwng,DZhang50,Dan Zhang @ NeurIPS
hansonwng,aksh_555,Akshara Prabhakar
hansonwng,thomastjoshi,Thomas Joshi
hansonwng,jyangballin,John Yang
hansonwng,bonniesjli,Bonnie Li
hansonwng,16BitNarwhal,Eric Zhang
hansonwng,j_asminewang,Jasmine Wang
hansonwng,thsottiaux,Tibo
hansonwng,dylan__hurd,Dylan Hurd
hansonwng,pabbeel,Pieter Abbeel
hansonwng,tcarambat,Tim Carambat
hansonwng,seb_ruder,Sebastian Ruder
hansonwng,denwezoh,"Derick En'Wezoh, MD"
hansonwng,ah20im,Ahmed
hansonwng,hamostaf04,hamza mostafa
hansonwng,bobrenjc93,Bob Ren
hansonwng,signulll,signüll
hansonwng,Miles_Brundage,Miles Brundage
hansonwng,sonyatweetybird,Sonya Huang 
hansonwng,laurenmhreeder,Lauren Reeder
hansonwng,natolambert,Nathan Lambert
hansonwng,reiinakano,Reiichiro Nakano
hansonwng,CJKRaymond,Cameron Raymond
hansonwng,andersonbcdefg,Ben (no treats)
hansonwng,difficultyang,difficultyang
hansonwng,ezyang,Edward Z. Yang
hansonwng,_adiganesh,Adi Ganesh
hansonwng,davidkjelkerud,David Kjelkerud
hansonwng,katyhshi,Katy Shi
embirico,paulg,Paul Graham
embirico,GergelyOrosz,Gergely Orosz
embirico,levie,Aaron Levie
embirico,lennysan,Lenny Rachitsky
embirico,nikitabier,Nikita Bier
embirico,HarryStebbings,Harry Stebbings
embirico,tjack,Todd Jackson
embirico,jasonlk,Jason 
embirico,scottbelsky,scott belsky
embirico,zoink,Dylan Field
embirico,rrhoover,Ryan Hoover
embirico,shreyas,Shreyas Doshi
embirico,alexcornell,Alex Cornell
embirico,jaltma,Jack Altman
embirico,Suhail,Suhail
embirico,rauchg,Guillermo Rauch
embirico,cjc,Cristina Cordova
embirico,jarredsumner,Jarred Sumner
embirico,jasoncwarner,Jason Warner
embirico,karrisaarinen,Karri Saarinen
embirico,kevinkern,Kevin Kern
embirico,marcusabramovi1,Marcus Abramovitch
embirico,maxhodak_,Max Hodak
embirico,mackhawk,Mackenzie Hawkins
embirico,jrmyphlmn,Jeremy
embirico,ajambrosino,Andrew Ambrosino
embirico,thsottiaux,Tibo
embirico,zicokolter,Zico Kolter
embirico,8enmann,Ben Mann
embirico,devashishtyagi,Devashish
embirico,dylan__hurd,Dylan Hurd
embirico,Gavmn,Gavin Nelson
embirico,bolinfest,Michael Bolin
embirico,edbayes,Ed Bayes
embirico,fidjissimo,Fidji Simo
embirico,jeffwsurf,Jeff Wang
embirico,leerob,Lee Robinson
embirico,EnoReyes,Eno Reyes
embirico,_catwu,cat
embirico,GeoffreyHuntley,geoff
embirico,eschadiol,ESCHA (๑ˊ͈ ^ˋ͈)
embirico,simpsoka,Kath Korevec
isafulf,frank_liquid,frank
isafulf,vcubingx,Vivek Verma
isafulf,seanjtaylor,Sean J. Taylor
isafulf,quintinfrerichs,Quintin Frerichs
isafulf,weizekong,Weize Kong
isafulf,ManukaStratta,Manuka Stratta
isafulf,0xa5ad,asad
isafulf,sgrove,Sean Grove
isafulf,Beker_09,Florent Bekerman
isafulf,schwa23,Josh D
isafulf,eatkiukiu,KiuKiu Mochi Pancake & Waffle Mixes
isafulf,nadineifattah,Nadine Fattah
isafulf,gabriel1,gabriel
isafulf,iansilber,Ian Silber
isafulf,dhruvshah1214,Dhruv Shah
isafulf,billpeeb,Bill Peebles
isafulf,will_ellsworth_,Will Ellsworth
isafulf,sagunamatata,saguna
isafulf,mihikapoor,Mihika Kapoor
isafulf,periodiclabs,Periodic Labs
isafulf,fidjissimo,Fidji Simo
isafulf,mvernal,Mike Vernal
isafulf,suchenzang,Susan Zhang
isafulf,zacharylipton,Zachary Lipton
isafulf,drfeifei,Fei-Fei Li
isafulf,OriolVinyalsML,Oriol Vinyals
isafulf,nervouscomputer,nervouscomputer
isafulf,KaixuanHuang1,Kaixuan Huang
isafulf,qhwang3,Qian Huang
isafulf,zhansheng,Jason Phang
isafulf,nicknotfun,Nick Cooper
isafulf,jilin_14,Ji Lin
isafulf,magusnn,noah
isafulf,devashishtyagi,Devashish
isafulf,stephancasas,Stephan Casas
isafulf,shgusdngogo,HyeonwooNoh
isafulf,yash298,Yash Kumar
isafulf,juliezsteele,Julie Steele
isafulf,_lorenzkuhn,Lorenz Kuhn
isafulf,andresnds,Andre Saraiva
isafulf,stellashimonaka,stella
isafulf,yilongqin,Yilong Qin
isafulf,_kevinlu,Kevin Lu
isafulf,jhyuxm,Jiahui Yu
isafulf,_aidenlow,Aiden Low
josh_tobin_,omarsar0,elvis
josh_tobin_,soumithchintala,Soumith Chintala
josh_tobin_,jeremyphoward,Jeremy Howard
josh_tobin_,bernhardsson,Erik Bernhardsson
josh_tobin_,sh_reya,Shreya Shankar
josh_tobin_,ericjang11,Eric Jang
josh_tobin_,chrisalbon,Chris Albon
josh_tobin_,HamelHusain,Hamel Husain
josh_tobin_,vboykis,vicki
josh_tobin_,RichardSocher,Richard Socher
josh_tobin_,woj_zaremba,Wojciech Zaremba
josh_tobin_,iamtrask,⿻ Andrew Trask
josh_tobin_,ChristophMolnar,Christoph Molnar 
josh_tobin_,savvyRL,Rosanne Liu
josh_tobin_,bhutanisanyam1,Sanyam Bhutani
josh_tobin_,svlevine,Sergey Levine
josh_tobin_,RisingSayak,Sayak Paul
josh_tobin_,hausman_k,Karol Hausman
josh_tobin_,shaneguML,Shane Gu
josh_tobin_,EugeneVinitsky,Eugene Vinitsky 
josh_tobin_,stanfordnlp,Stanford NLP Group
josh_tobin_,chrmanning,Christopher Manning
josh_tobin_,SleeperJets,SleeperJets
josh_tobin_,hwchung27,Hyung Won Chung
josh_tobin_,milesgrimshaw,Miles Grimshaw
josh_tobin_,BorisMPower,Boris Power
josh_tobin_,embirico,Alexander Embiricos
josh_tobin_,ShunyuYao12,Shunyu Yao
josh_tobin_,w01fe,Jason Wolfe
josh_tobin_,j_upward,Jonathan Ward
josh_tobin_,xikun_zhang_,Xikun Zhang 张熙堃
josh_tobin_,Eric_Wallace_,Eric Wallace
josh_tobin_,caseychu9,Casey Chu
josh_tobin_,maticrobots,Matic Robots
josh_tobin_,ypatil125,Yash Patil
josh_tobin_,fouadmatin,fouad
josh_tobin_,ahelkky,Ahmed El-Kishky
josh_tobin_,barret_zoph,Barret Zoph
josh_tobin_,bradlightcap,Brad Lightcap
josh_tobin_,LiamFedus,William Fedus
real_ioannis,_ghorbani,Behrooz Ghorbani
real_ioannis,makro_ai,Makro
real_ioannis,Skiminok, Alex Polozov
real_ioannis,strikervp,Striker Venture Partners
real_ioannis,FlintCasey,Casey Flint
real_ioannis,SaraSteinhurst,Sara Steinhurst
real_ioannis,francismccann14,Francis McCann
real_ioannis,achowdhery,Aakanksha Chowdhery
real_ioannis,reflection_ai,Reflection AI
real_ioannis,MishaLaskin,Misha Laskin
real_ioannis,DarioAmodei,Dario Amodei
real_ioannis,ilyasut,Ilya Sutskever
real_ioannis,leopoldasch,Leopold Aschenbrenner
real_ioannis,gdb,Greg Brockman
real_ioannis,Collateral_com,Niko Ludwig
real_ioannis,vkhosla,Vinod Khosla
real_ioannis,Gotziumcom,Gotzium
real_ioannis,RishiSunak,Rishi Sunak
real_ioannis,GoogleDeepMind,Google DeepMind
real_ioannis,OpenAI,OpenAI
real_ioannis,sama,Sam Altman
real_ioannis,JeremyClarkson,Jeremy Clarkson
real_ioannis,DanRose999,Dan Rose
real_ioannis,hugo_larochelle,Hugo Larochelle
real_ioannis,drfeifei,Fei-Fei Li
real_ioannis,BBCBreaking,BBC Breaking News
real_ioannis,goodfellow_ian,Ian Goodfellow
real_ioannis,ylecun,Yann LeCun
real_ioannis,davidasinclair,David Sinclair
real_ioannis,dimmu,dimmu
real_ioannis,TheEconomist,The Economist
real_ioannis,SpaceX,SpaceX
real_ioannis,demishassabis,Demis Hassabis
real_ioannis,lexfridman,Lex Fridman
real_ioannis,BillGates,Bill Gates
real_ioannis,elonmusk,Elon Musk
typedfemale,0interestrates,rahul
typedfemale,10x_er,10x Engineer
typedfemale,deepfates,
typedfemale,gbrl_dick,Gabriel
typedfemale,thecaptain_nemo,Nemo
typedfemale,cauchyfriend,shako
typedfemale,Duderichy,the Rich
typedfemale,alth0u,alth0u
typedfemale,nearcyan,near
typedfemale,eurydicelives,eurydice
typedfemale,shauseth,shaurya
typedfemale,Andr3jH,ᐱ ᑎ ᑐ ᒋ ᕮ ᒍ
typedfemale,skooookum,skooks
typedfemale,prerat,prerat
typedfemale,EigenGender,EigenGender 
typedfemale,liminal_warmth,Liminal Warmth 
typedfemale,gptbrooke,brooke bowman
typedfemale,MasterTimBlais,Tim is Making Things In MTL Until Further Notice
typedfemale,kitten_beloved,Kitten 
typedfemale,mimi10v3,˚♡⋆mimi ˚♡⋆｡☆∴
typedfemale,Xenoimpulse,psychosomatica
typedfemale,yminsky,Yaron (Ron) Minsky
typedfemale,jazzkitten,kate
typedfemale,stanfordnlp,Stanford NLP Group
typedfemale,rsalakhu,Russ Salakhutdinov
typedfemale,SchmidhuberAI,Jürgen Schmidhuber
typedfemale,Mononofu,Julian Schrittwieser
typedfemale,laurenbalik,Lauren Balik
typedfemale,meadowcult,grace
typedfemale,blizzy_mcguire,Blizzy
typedfemale,soft_fox_lad,fox
typedfemale,The_Numbat,Max Slater
typedfemale,anneouyang,Anne Ouyang
typedfemale,brian_eno_69,alexandra
typedfemale,telekineticpxls,𝖆𝖓𝖓 𝖌𝖆𝖔
typedfemale,vyasnikhil96,Nikhil Vyas
typedfemale,itsclivetime,Clive Chan
typedfemale,drisspg,driss guessous
typedfemale,bnkrft,Ben Kraft
typedfemale,Ruesavatar,rue
typedfemale,bfspector,Benjamin F Spector
typedfemale,prafdhar,Prafulla Dhariwal
typedfemale,wongmjane,Jane Manchun Wong
typedfemale,zou3519,Richard Zou
AnthropicAI,jackclarkSF,Jack Clark
AnthropicAI,AmandaAskell,Amanda Askell
AnthropicAI,janleike,Jan Leike
AnthropicAI,catherineols,Catherine Olsson
AnthropicAI,GregFeingold,Greg Feingold
AnthropicAI,claudeai,Claude
AnthropicAI,lexxbarn,Lexie Barnhorn
AnthropicAI,todor_m_markov,Todor Markov
AnthropicAI,DarioAmodei,Dario Amodei
AnthropicAI,dpkingma,Durk Kingma
AnthropicAI,AlexTamkin,Alex Tamkin
AnthropicAI,mkwng,michael
AnthropicAI,jaykreps,Jay Kreps
AnthropicAI,mikeyk,Mike Krieger
AnthropicAI,sammcallister,sam mcallister
AnthropicAI,AvitalBalwit,Avital Balwit
AnthropicAI,thebasepoint,Joshua Batson
AnthropicAI,cem__anil,Cem Anil
AnthropicAI,alexalbert__,Alex Albert
AnthropicAI,NeeravKingsland,Neerav Kingsland
AnthropicAI,chrmanning,Christopher Manning
AnthropicAI,drfeifei,Fei-Fei Li
AnthropicAI,maxhodak_,Max Hodak
AnthropicAI,StuartJRitchie,Stuart Ritchie 
AnthropicAI,SallyA,Sally Aldous
