researcher,follows,follows_display_name
jkcarlsmith,michael_nielsen,Michael Nielsen
jkcarlsmith,rgblong,Robert Long
jkcarlsmith,robinhanson,Robin Hanson
jkcarlsmith,anderssandberg,Anders Sandberg
jkcarlsmith,daniel_271828,"Daniel Eth (yes, Eth is my actual last name)"
jkcarlsmith,robertwiblin,Rob Wiblin
jkcarlsmith,robertskmiles,Rob Miles
jkcarlsmith,KatjaGrace,Katja Grace 
jkcarlsmith,AlkahestMu,telØS
jkcarlsmith,chrmanning,Christopher Manning
jkcarlsmith,NandoDF,Nando de Freitas
jkcarlsmith,maxhodak_,Max Hodak
jkcarlsmith,Mjreard,Matt Reardon
jkcarlsmith,JordanFisherEzr,jordan ezra
jkcarlsmith,ibab,Igor Babuschkin
jkcarlsmith,JoinFAI,Foundation for American Innovation 
jkcarlsmith,DavidSacks,David Sacks
jkcarlsmith,mkratsios47,Director Michael Kratsios
jkcarlsmith,elder_plinius,Pliny the Liberator 
jkcarlsmith,growing_daniel,Daniel
jkcarlsmith,LeahLibresco,Leah Libresco Sargeant
jkcarlsmith,ifonlyalabama,Rochelle
jkcarlsmith,claudeai,Claude
jkcarlsmith,sleight_henry,Henry is launching the Astra Research Program!
jkcarlsmith,KonstantinPilz,Konstantin Pilz
jkcarlsmith,EmilybyNight,Emily
jkcarlsmith,slow_developer,Haider.
jkcarlsmith,bencasnocha,Ben Casnocha
johnschulman2,goodside,Riley Goodside
johnschulman2,GoogleDeepMind,Google DeepMind
johnschulman2,EMostaque,Emad
johnschulman2,DrJimFan,Jim Fan
johnschulman2,woj_zaremba,Wojciech Zaremba
johnschulman2,soumithchintala,Soumith Chintala
johnschulman2,arankomatsuzaki,Aran Komatsuzaki
johnschulman2,ericjang11,Eric Jang
johnschulman2,jeremyphoward,Jeremy Howard
johnschulman2,giffmana,Lucas Beyer (bl16)
johnschulman2,AnthropicAI,Anthropic
johnschulman2,svlevine,Sergey Levine
johnschulman2,RichardSocher,Richard Socher
johnschulman2,mathemagic1an,Jay Hack
johnschulman2,nearcyan,near
johnschulman2,percyliang,Percy Liang
johnschulman2,hausman_k,Karol Hausman
johnschulman2,Miles_Brundage,Miles Brundage
johnschulman2,pfau,David Pfau
johnschulman2,savvyRL,Rosanne Liu
johnschulman2,chrmanning,Christopher Manning
johnschulman2,rsalakhu,Russ Salakhutdinov
johnschulman2,seb_ruder,Sebastian Ruder
johnschulman2,haoailab,Hao AI Lab
johnschulman2,rach_it_,Rachit Bansal
johnschulman2,hallerite,hallerite
johnschulman2,ccui9,Christopher Z. Cui
johnschulman2,manthanguptaa,Manthan Gupta
johnschulman2,abhayesian,abhayesian
johnschulman2,AmarSVS,Amar Singh
johnschulman2,Sauers_,Sauers
johnschulman2,samhogan,Sam Hogan 
johnschulman2,brianzhan1,Brian Zhan
johnschulman2,charlespacker,Charles Packer
johnschulman2,jaredpalmer,Jared Palmer
johnschulman2,steve47285,Steven Byrnes
johnschulman2,springertimo,Timo Springer
johnschulman2,rogershijin,Roger Jin
johnschulman2,aurickq,Aurick Qiao
johnschulman2,axiommathai,Axiom
demishassabis,ylecun,Yann LeCun
demishassabis,GoogleDeepMind,Google DeepMind
demishassabis,OriolVinyalsML,Oriol Vinyals
demishassabis,JeffDean,Jeff Dean
demishassabis,JoshuaKushner,Joshua Kushner
demishassabis,MCHammer,MC HAMMER e/acc
demishassabis,tobi,tobi lutke
demishassabis,beffjezos,Beff (e/acc)
demishassabis,thefox,Nick Fox
demishassabis,antigravity,Google Antigravity
demishassabis,fofrAI,fofr
demishassabis,VidsSrinivasan,Vidhya Srinivasan
demishassabis,goodside,Riley Goodside
demishassabis,Tylergroce,Tyler Groce
demishassabis,PeterDiamandis,"Peter H. Diamandis, MD"
demishassabis,mkratsios47,Director Michael Kratsios
demishassabis,NotebookLM,NotebookLM
demishassabis,Jason,@jason
demishassabis,friedberg,david friedberg
demishassabis,chamath,Chamath Palihapitiya
demishassabis,NanoBanana,Nano Banana Pro
demishassabis,soumithchintala,Soumith Chintala
demishassabis,maxhodak_,Max Hodak
demishassabis,GeminiApp,G3mini
demishassabis,GoogleLabs,Google Labs
demishassabis,alexandr_wang,Alexandr Wang
demishassabis,AllanDafoe,Allan Dafoe
demishassabis,TEDchris,Chris Anderson
demishassabis,DGukesh,Gukesh D
demishassabis,GaryMarcus,Gary Marcus
demishassabis,OfficialLoganK,Logan Kilpatrick
demishassabis,ancadianadragan,Anca Dragan
demishassabis,RachelReevesMP,Rachel Reeves
demishassabis,geoffreyhinton,Geoffrey Hinton
demishassabis,ClementDelangue,clem 
demishassabis,arena,lmarena.ai
demishassabis,the_culturist_,The Culturist
demishassabis,FionaHMarshall,Fiona Marshall
demishassabis,bryan_johnson,Bryan Johnson
ShaneLegg,GoogleDeepMind,Google DeepMind
ShaneLegg,RichardMCNgo,Richard Ngo
ShaneLegg,OriolVinyalsML,Oriol Vinyals
ShaneLegg,demishassabis,Demis Hassabis
ShaneLegg,jackclarkSF,Jack Clark
ShaneLegg,sedielem,Sander Dieleman
ShaneLegg,shaneguML,Shane Gu
ShaneLegg,janleike,Jan Leike
ShaneLegg,AmandaAskell,Amanda Askell
ShaneLegg,blaiseaguera,Blaise Agüera (@blaiseaguera.bsky.social)
ShaneLegg,koraykv,koray kavukcuoglu
ShaneLegg,bryan_johnson,Bryan Johnson
ShaneLegg,michael_nielsen,Michael Nielsen
ShaneLegg,BarackObama,Barack Obama
ShaneLegg,allisondman,Allison Duettmann
ShaneLegg,Plinz,Joscha Bach
ShaneLegg,MLStreetTalk,Machine Learning Street Talk
ShaneLegg,realDonaldTrump,Donald J. Trump
ShaneLegg,daniel_271828,"Daniel Eth (yes, Eth is my actual last name)"
ShaneLegg,shamilch,Shamil Chandaria
ShaneLegg,SamuelAlbanie,Samuel Albanie 
ShaneLegg,drfeifei,Fei-Fei Li
ShaneLegg,ctindale,Craig Tindale
ShaneLegg,clmt,Clément Farabet
ShaneLegg,lexfridman,Lex Fridman
ShaneLegg,AllanDafoe,Allan Dafoe
ShaneLegg,AnnaLeptikon,Anna Riedl
ShaneLegg,rohinmshah,Rohin Shah
ShaneLegg,coldxman,Coleman Hughes
ShaneLegg,tobyordoxford,Toby Ord
ShaneLegg,jeffclune,Jeff Clune
ShaneLegg,geoffreyirving,Geoffrey Irving
ShaneLegg,lilaibrahim,Lila Ibrahim
ShaneLegg,MIRIBerkeley,MIRI
ShaneLegg,slatestarcodex,Scott Alexander
ShaneLegg,paulg,Paul Graham
ShaneLegg,sama,Sam Altman
ShaneLegg,ESYudkowsky,Eliezer Yudkowsky 
ShaneLegg,mpshanahan,Murray Shanahan
DarioAmodei,pabbeel,Pieter Abbeel
DarioAmodei,JeffDean,Jeff Dean
DarioAmodei,maxhodak_,Max Hodak
Jack_W_Lindsey,KanakaRajanPhD,Kanaka Rajan
Jack_W_Lindsey,SussilloDavid,David Sussillo
Jack_W_Lindsey,patrickmineault,Patrick Mineault
Jack_W_Lindsey,KordingLab,Kording Lab 
Jack_W_Lindsey,pfau,David Pfau
Jack_W_Lindsey,RNogueiraNeuro,Ramon Nogueira
Jack_W_Lindsey,behrenstimb,Tim Behrens
Jack_W_Lindsey,s_y_chung,SueYeon Chung
Jack_W_Lindsey,TonyZador,Tony Zador
Jack_W_Lindsey,SuryaGanguli,Surya Ganguli
Jack_W_Lindsey,ClementineDomi6,"Clémentine Dominé, Phd "
Jack_W_Lindsey,mBeiran,Manuel Beiran
Jack_W_Lindsey,blake__bordelon,Blake Bordelon 
Jack_W_Lindsey,jaschasd,Jascha Sohl-Dickstein
Jack_W_Lindsey,Fran_Sacadura,Francisco Sacadura
Jack_W_Lindsey,AnthropicAI,Anthropic
Jack_W_Lindsey,criticalneuro,Ida Momennejad
Jack_W_Lindsey,CPehlevan,Cengiz Pehlevan
Jack_W_Lindsey,RainerEngelken,Rainer Engelken
Jack_W_Lindsey,LLogiaco,Laureline Logiaco
Jack_W_Lindsey,stanfordnlp,Stanford NLP Group
Jack_W_Lindsey,Mila_Quebec,Mila - Institut québécois d'IA
Jack_W_Lindsey,chelseabfinn,Chelsea Finn
Jack_W_Lindsey,RosieCampbell,Rosie Campbell
Jack_W_Lindsey,jkminder,Julian Minder
Jack_W_Lindsey,Butanium_,Clément Dumas
Jack_W_Lindsey,lindsey_brink,Brink Lindsey
Jack_W_Lindsey,ElanaPearl,Elana Simon
Jack_W_Lindsey,_ryanbloom,Ryan
Jack_W_Lindsey,StevenLevy,Steven Levy
Jack_W_Lindsey,_philschmid,Philipp Schmid
Jack_W_Lindsey,nabeelqu,Nabeel S. Qureshi
Jack_W_Lindsey,emollick,Ethan Mollick
Jack_W_Lindsey,riemannzeta,Michael Frank Martin
Jack_W_Lindsey,ashleevance,Ashlee Vance
Jack_W_Lindsey,CurtTigges,Curt Tigges
Jack_W_Lindsey,brhydon,Brydon Eastman
Jack_W_Lindsey,MilesKWang,Miles Wang
Jack_W_Lindsey,K3ithAI,K3ith.AI
Jack_W_Lindsey,DeepFriedNet,Deep Fried Net
NeelNanda5,ESYudkowsky,Eliezer Yudkowsky 
NeelNanda5,RichardMCNgo,Richard Ngo
NeelNanda5,mealreplacer,Julian
NeelNanda5,michael_nielsen,Michael Nielsen
NeelNanda5,NathanpmYoung,Nathan 
NeelNanda5,QualyThe,Qualy the lightbulb
NeelNanda5,robertskmiles,Rob Miles
NeelNanda5,AmandaAskell,Amanda Askell
NeelNanda5,jackclarkSF,Jack Clark
NeelNanda5,StefanFSchubert,Stefan Schubert
NeelNanda5,KelseyTuoc,Kelsey Piper
NeelNanda5,moskov,Dustin Moskovitz
NeelNanda5,robertwiblin,Rob Wiblin
NeelNanda5,DavidSKrueger,David Krueger
NeelNanda5,BlancheMinerva,Stella Biderman
NeelNanda5,anderssandberg,Anders Sandberg
NeelNanda5,frances__lorenz,Frances Lorenz
NeelNanda5,sleepinyourhat,Sam Bowman
NeelNanda5,srush_nlp,Sasha Rush
NeelNanda5,catherineols,Catherine Olsson
NeelNanda5,ericneyman,Eric Neyman
NeelNanda5,JeffDean,Jeff Dean
NeelNanda5,soumithchintala,Soumith Chintala
NeelNanda5,maxhodak_,Max Hodak
NeelNanda5,BritishProgress,Centre for British Progress
NeelNanda5,SamuelAlbanie,Samuel Albanie 
NeelNanda5,pdhsu,Patrick Hsu
NeelNanda5,koj_hd,koj
NeelNanda5,nitarshan,Nitarshan
NeelNanda5,ArthurConmy,Arthur Conmy
NeelNanda5,nabla_theta,Leo Gao
NeelNanda5,BCiechanowski,Bartosz Ciechanowski
NeelNanda5,AnEmergentI,James W. Phillips
NeelNanda5,_sholtodouglas,Sholto Douglas
NeelNanda5,patio11,Patrick McKenzie
NeelNanda5,wesg52,Wes Gurnee
NeelNanda5,tracewoodgrains,TracingWoodgrains
NeelNanda5,bshlgrs,Buck Shlegeris
NeelNanda5,ashleevance,Ashlee Vance
NeelNanda5,eshear,Emmett Shear
catherineols,RichardMCNgo,Richard Ngo
catherineols,Miles_Brundage,Miles Brundage
catherineols,jackclarkSF,Jack Clark
catherineols,AnthropicAI,Anthropic
catherineols,mealreplacer,Julian
catherineols,AmandaAskell,Amanda Askell
catherineols,ericjang11,Eric Jang
catherineols,KelseyTuoc,Kelsey Piper
catherineols,NeelNanda5,Neel Nanda
catherineols,moskov,Dustin Moskovitz
catherineols,woj_zaremba,Wojciech Zaremba
catherineols,savvyRL,Rosanne Liu
catherineols,percyliang,Percy Liang
catherineols,sleepinyourhat,Sam Bowman
catherineols,roydanroy,Dan Roy
catherineols,fhuszar,Ferenc Huszár
catherineols,davidad,davidad 
catherineols,ArtirKel,José Luis Ricón Fernández de la Puente
catherineols,jachiam0,Joshua Achiam
catherineols,kchonyc,Kyunghyun Cho
catherineols,svlevine,Sergey Levine
catherineols,chrmanning,Christopher Manning
catherineols,abshkbh,Abhishek Bhardwaj
catherineols,willccbb,will brown
catherineols,MrinankSharma,mrinank 
catherineols,DavidSHershey,David Hershey
catherineols,kylascan,Kyla Scanlon
catherineols,mvpatel2000,Mihir Patel
catherineols,barret_zoph,Barret Zoph
catherineols,johnschulman2,John Schulman
catherineols,thinkymachines,Thinking Machines
catherineols,thesundaylight,Sunday Light
catherineols,joellewenstein,Joel Lewenstein
catherineols,sberens1,Simon Berens
catherineols,KadriJibraan,Jibraan
catherineols,jenny_wen,jenny wen
catherineols,dylanmatt,dylan matthews 
catherineols,inductionheads,Super Dario
catherineols,simondgoldstein,Simon Goldstein
catherineols,ronawang,Rona Wang
trishume,typedfemale,typedfemale
trishume,AnthropicAI,Anthropic
trishume,cmuratori,Casey Muratori
trishume,JustineTunney,Justine Tunney
trishume,nearcyan,near
trishume,kipperrii,kipply
trishume,eatonphil,Phil Eaton
trishume,yminsky,Yaron (Ron) Minsky
trishume,thorstenball,Thorsten Ball
trishume,AmandaAskell,Amanda Askell
trishume,ArtirKel,José Luis Ricón Fernández de la Puente
trishume,pcwalton,Patrick Walton
trishume,atroyn,anton 
trishume,benkuhn,Ben Kuhn
trishume,Love2Code,Maxime Chevalier
trishume,altluu,Dan Luu
trishume,ocornut,Omar 
trishume,jacobrintamaki,Jacob Rintamaki
trishume,apaszke,Adam Paszke
trishume,divBy_zero,Eric Quinnell
trishume,t_andy_keller,Andy Keller
trishume,stanfordnlp,Stanford NLP Group
trishume,abshkbh,Abhishek Bhardwaj
trishume,__tinygrad__,the tiny corp
trishume,dropbella,Nova DasSarma (p̄/deacc)
trishume,leilavclark,Leila Clark
trishume,klyap_,Ker Lee Yap
trishume,sharadvikram,Sharad Vikram
trishume,epiqueras1,Enrique Piqueras
trishume,CJHandmer,Casey Handmer
trishume,nottombrown,Tom Brown
trishume,gadi_hutt,Gadi Hutt
trishume,jekbradbury,James Bradbury
trishume,diamant_ron,Ron Diamant
trishume,randommoleculez,Ankil Patel
trishume,multiply_matrix,mei
trishume,NilsIRL,Nils (e/scape)
trishume,Reshusaur,resham ☻
trishume,carrotburnt,Aadhav Vignesh
nschiefer,steveruizok,Steve Ruiz
nschiefer,_paulshen,Paul Shen
nschiefer,geoffreylitt,Geoffrey Litt
nschiefer,paulg,Paul Graham
nschiefer,goodside,Riley Goodside
nschiefer,maxkrieger,Max
nschiefer,sc13ts,No longer here
nschiefer,patio11,Patrick McKenzie
nschiefer,michael_nielsen,Michael Nielsen
nschiefer,schickling,Johannes Schickling
nschiefer,andy_matuschak,Andy Matuschak
nschiefer,tonofcrates,Will Crichton
nschiefer,ekzhang1,Eric Zhang
nschiefer,mattyglesias,Matthew Yglesias
nschiefer,stevekrouse,Steve Krouse
nschiefer,nickcammarata,Nick
nschiefer,simonw,Simon Willison
nschiefer,matt_levine,Matt Levine
nschiefer,a16z,a16z
nschiefer,zephyr_z9,Zephyr
nschiefer,substrate,Substrate
nschiefer,AirDistrict,Bay Area Air Quality
nschiefer,joon_s_pk,Joon Sung Park
nschiefer,DiracInc,Dirac
nschiefer,nidmarti,Aditya Nidmarti
nschiefer,adambinksmith,Adam Binksmith
nschiefer,oh_that_hat,Hattie Zhou
nschiefer,__niki_howe__,Niki Howe
nschiefer,joshmpollock,Josh Pollock
nschiefer,FutureForumFdn,Future Forum
nschiefer,trishume,Tristan Hume
nschiefer,NWSBayArea,NWS Bay Area 
nschiefer,jtvhk,James Hill-Khurana
nschiefer,georainbolt,rainbolt
nschiefer,0b0x0d,0b0x0d
nschiefer,Rich_Harris,Rich Harris
nschiefer,jmftrindade,Joana M. F. da Trindade
nschiefer,MichaelFiller,Michael Filler
nschiefer,danieljacksoncs,Daniel Jackson
nschiefer,ftxfuturefund,Future Fund
nschiefer,katie_schiefer,Katie Schiefer
ch402,AnthropicAI,Anthropic
ch402,jackclarkSF,Jack Clark
ch402,OriolVinyalsML,Oriol Vinyals
ch402,AmandaAskell,Amanda Askell
ch402,fhuszar,Ferenc Huszár
ch402,zacharylipton,Zachary Lipton
ch402,janleike,Jan Leike
ch402,lilianweng,Lilian Weng
ch402,NandoDF,Nando de Freitas
ch402,claudeai,Claude
ch402,CavalierReboot,Cavalier Improvement Project
ch402,RHFontaine,Richard Fontaine
ch402,mlpowered,Emmanuel Ameisen
ch402,Jack_W_Lindsey,Jack Lindsey
ch402,nbeckstead,Nick Beckstead
ch402,danielmurfet,Daniel Murfet
ch402,rparloff,Roger Parloff
ch402,banburismus_,Tom McGrath
ch402,Gena_I_Gorlin,Gena Gorlin
ch402,playerzero_ai,PlayerZero
ch402,pabbeel,Pieter Abbeel
ch402,chrmanning,Christopher Manning
ch402,CristinaRWhite,Tina White
ch402,everytstudies,John Nerst
ch402,simonsarris,Simon Sarris
ch402,ColdTakes12,Cold Takes
ch402,andy_l_jones,andy jones
ch402,DarioAmodei,Dario Amodei
ch402,nottombrown,Tom Brown
ch402,8enmann,Ben Mann
ch402,kandouss,Kamal Ndousse
ch402,DanielaAmodei,Daniela Amodei
ch402,nelhage,@nelhage
ch402,ColahSocial,Social ch402
ch402,reasonisfun,Lulie
ch402,noampomsky,Ava
ch402,MathPrinceps,Laurens Gunnarsen
ch402,EpistemicHope,Eli Tyre
Connor_Kissane,redwood_ai,Redwood Research
Connor_Kissane,sertealex,Alex Serrano
Connor_Kissane,abhayesian,abhayesian
Connor_Kissane,lefthanddraft,Wyatt Walls
Connor_Kissane,thinkymachines,Thinking Machines
Connor_Kissane,eccentric1ty,Adam Kaufman
Connor_Kissane,sleepinyourhat,Sam Bowman
Connor_Kissane,walterlaurito,Walter Laurito
Connor_Kissane,srihita_raju,Srihita Vatsavaya
Connor_Kissane,jack_merullo_,Jack Merullo
Connor_Kissane,Tim_Hua_,Tim Hua 
Connor_Kissane,bartoszcyw,Bartosz Cywinski
Connor_Kissane,StewartSlocum1,Stewart Slocum
Connor_Kissane,TonyWangIV,Tony Wang
Connor_Kissane,gordic_aleksa,Aleksa Gordić (水平问题)
Connor_Kissane,phylliida,Phylliida
Connor_Kissane,RunjinChen,Runjin Chen
Connor_Kissane,HCasademunt,Helena Casademunt
Connor_Kissane,lilysun004,lily (xiaoqing)
Connor_Kissane,nickhjiang,Nick Jiang
Connor_Kissane,ChrisGPotts,Christopher Potts
Connor_Kissane,ZhengxuanZenWu,Zhengxuan Wu
Connor_Kissane,playerzero_ai,PlayerZero
Connor_Kissane,SleeperJets,SleeperJets
Connor_Kissane,JeffDean,Jeff Dean
Connor_Kissane,hendrycks,Dan Hendrycks
Connor_Kissane,kayo_yin,Kayo Yin
Connor_Kissane,ShakeelHashim,Shakeel
Connor_Kissane,repligate,j⧉nus
Connor_Kissane,RyanPGreenblatt,Ryan Greenblatt
Connor_Kissane,davlindner,David Lindner
Connor_Kissane,oliviagjimenez,Olivia Jimenez
Connor_Kissane,voooooogel,thebes
Connor_Kissane,milesaturpin,Miles Turpin
Connor_Kissane,PradyuPrasad,Pradyumna
Connor_Kissane,StefanFSchubert,Stefan Schubert
Connor_Kissane,anshrad,Ansh Radhakrishnan
Connor_Kissane,jozdien,Arun Jose
Connor_Kissane,soheeyang_,Sohee Yang
Connor_Kissane,YidaEdward,Yida Chen
Connor_Kissane,MaskedTorah,Drake Thomas
pchlenski,TrentonBricken,Trenton Bricken
pchlenski,AbieRohrig,Abie Rohrig
pchlenski,willccbb,will brown
pchlenski,Googleorg,Google.org
pchlenski,Theteamatx,"X, The Moonshot Factory"
pchlenski,GoogleForHealth,Google for Health
pchlenski,AmazonScience,Amazon Science
pchlenski,AIatMeta,AI at Meta
pchlenski,metaai,AI at Meta
pchlenski,PascalMettes,Pascal Mettes
pchlenski,HazyResearch,hazyresearch
pchlenski,neur_reps,Symmetry and Geometry in Neural Representations
pchlenski,belizgunel,Beliz Gunel
pchlenski,danofer,"Dan Ofer (Was @ICML,@Worldcon )"
pchlenski,lucia_quirke,Lucia Quirke
pchlenski,KihoPark_,Kiho Park
pchlenski,EricSun50,Eric Sun
pchlenski,GRaM_workshop,Gram Workshop
pchlenski,douwekiela,Douwe Kiela
pchlenski,candacerossio,Candace Ross
pchlenski,mirandahzhang,Miranda Zhang
pchlenski,seb_ruder,Sebastian Ruder
pchlenski,JeffDean,Jeff Dean
pchlenski,maxhodak_,Max Hodak
pchlenski,megan_richards_,Megan Richards
pchlenski,sen_r,Senthooran Rajamanoharan
pchlenski,diatkinson,David Atkinson
pchlenski,Osmo_Labs,Osmo
pchlenski,awiltschko,Alex Wiltschko
pchlenski,yixin_lin_,Yixin Lin
pchlenski,ArthurConmy,Arthur Conmy
pchlenski,NeelNanda5,Neel Nanda
pchlenski,jacobdunefsky,Jacob Dunefsky
pchlenski,chrismdesa,Christopher De Sa
pchlenski,karen_ullrich,Dr. Karen Ullrich
pchlenski,georgiedorothea,Georgina Dorothea 
pchlenski,DaliaMizikovsky,Dalia Mizikovsky
pchlenski,ariadnavillam,Ariadna Villanueva
pchlenski,goth600,@goth
pchlenski,geometric_intel,Geometric Intelligence Lab
AMakelov,mariyaivasileva,Mariya I. Vasileva
AMakelov,Marcus_J_W,Marcus Williams
AMakelov,__alpoge__,levent
AMakelov,deanwball,Dean W. Ball
AMakelov,boknilev,Yonatan Belinkov
AMakelov,jhanatech,Jhourney
AMakelov,shoyer,Stephan Hoyer
AMakelov,BangachevKiril,Kiril Bangachev
AMakelov,hpapazov_ai,Hristo Papazov
AMakelov,bengoertzel,Ben Goertzel
AMakelov,GabrielDWu1,Gabriel Wu
AMakelov,thsottiaux,Tibo
AMakelov,iliyas_noman,Iliyas Noman
AMakelov,NaomiBashkansky,Naomi Bashkansky
AMakelov,MicahCarroll,Micah Carroll
AMakelov,DanielCHTan97,Daniel Tan
AMakelov,OwainEvans_UK,Owain Evans
AMakelov,BarrAlexandra,Alexandra Barr
AMakelov,mike64_t,mike64_t
AMakelov,Grad62304977,Grad
AMakelov,hauntsaninja,Shantanu Jain
AMakelov,joyzpanda,Joy Zheng
AMakelov,chrmanning,Christopher Manning
AMakelov,SleeperJets,SleeperJets
AMakelov,maxhodak_,Max Hodak
AMakelov,thesfcommons,The Commons
AMakelov,gradascetic,edward
AMakelov,saprmarks,Samuel Marks
AMakelov,RunjinChen,Runjin Chen
AMakelov,RyanPGreenblatt,Ryan Greenblatt
AMakelov,todor_m_markov,Todor Markov
AMakelov,andyarditi,Andy Arditi
AMakelov,merettm,Jakub Pachocki
AMakelov,gabriel1,gabriel
AMakelov,alexwei_,Alexander Wei
AMakelov,KerenGu,Keren Gu 
AMakelov,crystalsssup,Crystal
AMakelov,mariachrstphr,maria 
AMakelov,TheZvi,Zvi Mowshowitz
AMakelov,spaniel_bashir,daniel bashir
AMakelov,tobyordoxford,Toby Ord
AMakelov,sleepinyourhat,Sam Bowman
j_asminewang,noampomsky,Ava
j_asminewang,nickcammarata,Nick
j_asminewang,nwilliams030,nicole ruiz
j_asminewang,patriciamou_,Patricia Mou
j_asminewang,ArtirKel,José Luis Ricón Fernández de la Puente
j_asminewang,ansonyuu,anson ⁂
j_asminewang,tylerangert,Tyler Angert
j_asminewang,TylerAlterman,Tyler Alterman is in monkmode (but still tweeting)
j_asminewang,thesephist,Linus
j_asminewang,rSanti97,Santi Ruiz
j_asminewang,AskYatharth,yatharth ༺༒༻
j_asminewang,ashleydzhang,Ashley
j_asminewang,MasterTimBlais,Tim is Making Things In MTL Until Further Notice
j_asminewang,alexeyguzey,Alexey Guzey
j_asminewang,spencerc99,spencer chang
j_asminewang,Miles_Brundage,Miles Brundage
j_asminewang,ghosttyped,david 
j_asminewang,made_in_cosmos,Maria Made in Cosmos is taking a break 
j_asminewang,keikreutler,Kei
j_asminewang,katiewav,katie
j_asminewang,romainhuet,Romain Huet
j_asminewang,cryps1s,DANΞ
j_asminewang,chrmanning,Christopher Manning
j_asminewang,JeffDean,Jeff Dean
j_asminewang,maxhodak_,Max Hodak
j_asminewang,littIeramblings,sarah
j_asminewang,j_mcgraph,Josh McGrath
j_asminewang,janvikalra_,janvi kalra
j_asminewang,saachi_jain_,Saachi Jain
j_asminewang,VincentBarr,Vincent Barr
j_asminewang,michaelhpage,page
j_asminewang,soroushjp,Soroush Pour
j_asminewang,carmguti,carmen
j_asminewang,Andrew_C_Payne,Andrew Payne
j_asminewang,JasonDClinton,Jason D. Clinton 
j_asminewang,SherylHsu02,Sheryl Hsu
j_asminewang,suchenzang,Susan Zhang
j_asminewang,RyanPGreenblatt,Ryan Greenblatt
j_asminewang,ErikJones313,Erik Jones
j_asminewang,kaicathyc,Kai
j_asminewang,samsamoa,Sam McCandlish
j_asminewang,MaxNadeau_,Max Nadeau
nabla_theta,ESYudkowsky,Eliezer Yudkowsky 
nabla_theta,_akhaliq,AK
nabla_theta,goodside,Riley Goodside
nabla_theta,EMostaque,Emad
nabla_theta,nearcyan,near
nabla_theta,RichardMCNgo,Richard Ngo
nabla_theta,typedfemale,typedfemale
nabla_theta,arankomatsuzaki,Aran Komatsuzaki
nabla_theta,MichaelTrazzi,Michaël Trazzi
nabla_theta,AnthropicAI,Anthropic
nabla_theta,michael_nielsen,Michael Nielsen
nabla_theta,robertskmiles,Rob Miles
nabla_theta,BlancheMinerva,Stella Biderman
nabla_theta,NeelNanda5,Neel Nanda
nabla_theta,robinhanson,Robin Hanson
nabla_theta,repligate,j⧉nus
nabla_theta,nickcammarata,Nick
nabla_theta,Miles_Brundage,Miles Brundage
nabla_theta,woj_zaremba,Wojciech Zaremba
nabla_theta,ericjang11,Eric Jang
nabla_theta,EigenGender,EigenGender 
nabla_theta,chrmanning,Christopher Manning
nabla_theta,hugo_larochelle,Hugo Larochelle
nabla_theta,drfeifei,Fei-Fei Li
nabla_theta,kaime,khalid
nabla_theta,jessicadai_,jessica dai
nabla_theta,MarroSamuele,Samuele Marro
nabla_theta,lilysun004,lily (xiaoqing)
nabla_theta,kaicathyc,Kai
nabla_theta,chrissyykat,chrissy
nabla_theta,jennsun,jenn 
nabla_theta,onehappyfellow,One Happy Fellow
nabla_theta,tomekkorbak,Tomek Korbak
nabla_theta,tmychow,trevor (taylor’s version)
nabla_theta,zeynebnkaya,Zeyneb Kaya
nabla_theta,goth600,@goth
nabla_theta,adancerdances,Madeleine Song
nabla_theta,mike64_t,mike64_t
nabla_theta,yaroslavvb,Yaroslav Bulatov
nabla_theta,zach_yadegari,Zach Yadegari
nabla_theta,lovebylucylu,Lucy
TempletonAdly,NeelNanda5,Neel Nanda
TempletonAdly,ethansdyer,Ethan Dyer
TempletonAdly,SethAbramson,Seth Abramson
TempletonAdly,egrefen,Edward Grefenstette
TempletonAdly,TrungTPhan,Trung Phan
TempletonAdly,cohere,Cohere
TempletonAdly,tshevl,Toby Shevlane
TempletonAdly,NandoDF,Nando de Freitas
TempletonAdly,AdeptAILabs,Adept
TempletonAdly,sergeykarayev,Sergey Karayev
TempletonAdly,pax,PAX
TempletonAdly,kamilkazani,Kamil Galeev
TempletonAdly,E0M,Evan Morikawa
TempletonAdly,BigScienceLLM,BigScience Large Model Training
TempletonAdly,nelhage,@nelhage
TempletonAdly,RajlabN,Raj Rajnarayanan
TempletonAdly,AnthropicAI,Anthropic
TempletonAdly,Bob_Wachter,Bob Wachter
TempletonAdly,williams_record,The Williams Record
TempletonAdly,CDCDirector,CDC Director
TempletonAdly,chrmanning,Christopher Manning
TempletonAdly,drfeifei,Fei-Fei Li
TempletonAdly,berkeley_ai,Berkeley AI Research
TempletonAdly,andrew_n_carr,Andrew Carr 
TempletonAdly,GergelyOrosz,Gergely Orosz
TempletonAdly,Danielhep,Daniel Heppner
TempletonAdly,CMLGonzalez,Council President M. Lorena González (Seattle)
TempletonAdly,andreas_madsen,Andreas Madsen
TempletonAdly,psiyumm,Sanyam Kapoor
TempletonAdly,megstalter,Meg Stalter
TempletonAdly,DPRK_News,DPRK News Service
TempletonAdly,falastiniyat,Falastiniyat Seattle
TempletonAdly,postoctobrist,November
